0.7023074143211394,0.5710854252686097,0.1810885991409053,2.0476776392798026,0.7584134158536014,0.4527359186558957,0.8584266887643061,20.0,
0.5564291870876553,0.43164648626645047,0.17446717070884624,1.1007727370621891,0.3906970272287824,0.19573983165061118,0.3714687402542483,20.0,
0.6276626695611446,0.5198139335588742,0.18724989464911812,1.235733044540822,0.5001270589134276,0.2280274691019843,0.44822020595533363,20.0,
0.5474897720478337,0.45246681418793777,0.1591316261850264,0.9977188214936242,0.342925479202863,0.16478686527571884,0.3750181829839347,20.0,
0.5937002921396202,0.4617682144118579,0.14855843049956194,1.0808873670647188,0.3795305704541871,0.226760030273111,0.40337687391731614,20.0,
0.6347537871369296,0.5242824483615292,0.20390899140617116,1.4731026492935,0.5540682541093668,0.3093983345105574,0.4263280873150343,20.0,
0.5498452395773102,0.42278029184287697,0.16046213445601176,1.001203024123142,0.2870063368320507,0.13651925983915306,0.4787104473576744,20.0,
0.5541067546417489,0.4391636837305864,0.1607888976285604,0.9794176024958392,0.33064028642123,0.1728383927453623,0.3798091513917686,20.0,
0.6512260121147361,0.5251205987706052,0.1859083098623883,1.273323341012706,0.49310793058900804,0.2266611921562729,0.4390375356346563,20.0,
0.639687080514389,0.4804083914395678,0.16874568787263566,1.308764961837106,0.5694481217439427,0.26987744777667994,0.40757645342979454,20.0,
0.604858767510809,0.5062277840825338,0.15593859924758016,1.145442301733667,0.3712230518538199,0.240244483188774,0.37623250004731507,20.0,
0.5407138714455095,0.4294849058569349,0.18473613945074277,0.766964943634641,0.3084286415287026,0.15951085144765267,0.20995267803768644,20.0,
0.5721256759581992,0.45312652412137155,0.16080165269127605,1.0395041574410115,0.37117721182677615,0.21560718323315095,0.41768766208567687,20.0,
0.6338609927105823,0.5074843754074166,0.16983273095723034,1.27717692159374,0.5616708858532489,0.2648964366487178,0.39819098313261375,20.0,
0.6637779349632257,0.5149333308196996,0.1827177086168113,1.2672965654685913,0.4923203492287188,0.23560454483739135,0.447328543022707,20.0,
0.6932968937903834,0.5500507967067201,0.19167676289181232,1.7498739855819758,0.6770031632276787,0.37552218247262187,0.5931007990968395,20.0,
0.6661919630447724,0.5492749833055907,0.19442133767804876,1.7361436367234844,0.6948200592204032,0.3720697409335146,0.5957649192664771,20.0,
0.5948422121196708,0.4641619766271166,0.1540851253433284,1.0184173355234576,0.4499077184844802,0.19528266920279172,0.3200210881038846,20.0,
0.5169657018535617,0.41779549876389716,0.19375650144482404,0.758688009370469,0.30067977537972207,0.15638836788511282,0.21007849889438218,20.0,
0.5272270143013302,0.4095119229704721,0.13434254951028615,0.8306109342207133,0.27264663863099586,0.20028021172911528,0.2670655683635803,20.0,
0.6485565342975531,0.5049299004005332,0.17511039396982778,1.381584944032525,0.6093819381434153,0.3090482644679791,0.4379218728149512,20.0,
0.5184806737778833,0.41385601497994656,0.1847519509056485,0.7654464406589645,0.3052497013175194,0.15286428218966672,0.21034579734913741,20.0,
0.535056805262646,0.42665201970020944,0.15520479933970893,0.9538633796874372,0.2766212760529557,0.13917787326791614,0.49192959938845315,20.0,
0.5919793457845853,0.4914722809788078,0.207812757010021,1.3199951106605232,0.5119394876276442,0.22433218525287685,0.5119796514699183,20.0,
0.5749956320686795,0.42430291382474034,0.19155378701397993,1.017500339482643,0.3529976267778676,0.2046095405492489,0.3098993489313901,20.0,
0.524324749030649,0.42638054441966894,0.17992036625499272,0.734775020750905,0.2906031669908306,0.16170728415887264,0.20620966011565367,20.0,
0.5707876811848707,0.4319495403290197,0.18101578133005705,1.0452608975780433,0.34327229670994724,0.2047233013595218,0.31977796783230883,20.0,
0.5934551838691592,0.4727635986346565,0.15624527850960918,1.040437046857,0.42076092745727933,0.20396266989438677,0.33656009897095684,20.0,
0.5380786069335071,0.4125453486284291,0.13086890998839806,0.8407751412592965,0.27291617499651577,0.195393819299903,0.26002967288196643,20.0,
0.6850359207073985,0.5407348744539026,0.19537779091830984,1.7174196392937888,0.6680082303978686,0.3730055267193273,0.5756702769278734,20.0,
0.6527500586379961,0.5148463726675317,0.18300623457750737,1.2643349531473875,0.48056152386654694,0.2206688149282788,0.44619308684201553,20.0,
0.5412682439144798,0.43950827651412533,0.16740571764947254,0.9902484734314632,0.3547483529810033,0.16792424097266928,0.37806660784894996,20.0,
0.6161837446367996,0.48091636814381267,0.21479133052071583,1.2944524398640709,0.5429780995237347,0.22658705105705626,0.514019580982267,20.0,
0.6575484069105259,0.5112830155895591,0.17055701682670693,1.5059317559855647,0.5384877375124838,0.2678484255968748,0.5280563651670308,20.0,
0.6659043303811797,0.5573132787579349,0.19626533931558096,1.7815229328005113,0.6756545449987049,0.37469043273211994,0.6063513374323916,20.0,
0.5521408576520876,0.4329419910543899,0.18848000945320045,1.0095634526541701,0.3437263402144589,0.20555092676552378,0.3148204170297207,20.0,
0.5856380467893355,0.45936332887729914,0.15192191116877354,1.02807917798788,0.38942732344930214,0.22783016362491915,0.4139786630050156,20.0,
0.5617717436745215,0.4143145959089694,0.1297037417906308,0.8511850648425886,0.27511017423561374,0.2061550684133779,0.26773644222928106,20.0,
0.5622893931444416,0.4445561169397254,0.1720633622542992,1.0845323863207512,0.419541453831005,0.18961500767678635,0.4137620632573542,20.0,
0.5077720286404355,0.41281800670394936,0.14666397386961869,0.7714394092291118,0.2357334562811851,0.14298111287806547,0.3276956209650245,20.0,
0.5906802407010983,0.461028955230651,0.15502129412391907,1.0430799478743575,0.4366801120988531,0.19528621006080665,0.31934517805553325,20.0,
0.650879272316415,0.5255853256821227,0.2070901703587078,1.4621498875273333,0.5560613816138176,0.3132329241160203,0.4145863548942945,20.0,
0.6028203883614272,0.5280539586991261,0.1558466156136319,1.1536578486862465,0.378140461549234,0.23191396044371992,0.3658577918645847,20.0,
0.5692636680869414,0.4343585933156711,0.18454114532240673,1.0557617412720286,0.3582036485910067,0.21266241132808303,0.30406434228008944,20.0,
0.5533621854699985,0.45633012289939345,0.17180065113110635,1.1502230031369214,0.40891906581783355,0.1874442960690826,0.3988710885602284,20.0,
0.634157936643241,0.5054076878611097,0.1766049807735589,1.3999694318127844,0.5209524406042647,0.2702869055079966,0.5143777071914523,20.0,
0.6887143220485632,0.584873282109996,0.20333984521616677,1.778957696653238,0.6061198100698609,0.4003371910102232,0.6561791546838232,20.0,
0.6539916729558997,0.5255832678633524,0.18571180637192652,1.4598283608756755,0.5323755024820259,0.2734096370321276,0.5285100881760486,20.0,
0.5298293344563383,0.41553356460177154,0.17648953762019795,0.758370669422571,0.30301251721888733,0.15353484219511698,0.21062596071425746,20.0,
0.6605258272183006,0.528531610096848,0.18315329324068563,1.2657922717470684,0.47910496445174805,0.22170642407776026,0.45545107559339554,20.0,
0.5870066161110917,0.44342103837907865,0.17089906442430053,1.1789374322842345,0.39871815780401026,0.2144305223521208,0.30470300375591103,20.0,
0.6276663936067929,0.49059145794020953,0.16847143104267565,1.304868791486696,0.5514185437525131,0.26231667910498524,0.388316521461447,20.0,
0.5264439332070443,0.4079538594838152,0.14571885104407678,0.7503112034647329,0.24015196607872635,0.1436954385326828,0.3257200067822176,20.0,
0.6797368404728298,0.5198028615943625,0.16367993004345444,1.310308562054108,0.48867246402789594,0.35972814823194627,0.45401257287041025,20.0,
0.7229437614927383,0.5859647409210317,0.17575682329023432,2.0657717852860586,0.7512990591953416,0.4501407030671454,0.8334349598948327,20.0,
0.5355486031424455,0.4256658033815641,0.1877597941014784,0.7554764029148949,0.30139899600213366,0.1588675080696922,0.20107123140281635,20.0,
0.5973420618545365,0.48376611078236875,0.16079999814149237,1.1083547962864522,0.4010584942931201,0.2380544627676168,0.3598783587561176,20.0,
0.6026216400812971,0.5336008762832674,0.16453647441157362,1.3435567342482038,0.4823356535077292,0.35011924557546975,0.4598648720225042,20.0,
0.5928049469109309,0.4645524530430169,0.17081939329986878,1.10784343312358,0.39620736309309035,0.233167534734078,0.358235578511557,20.0,
0.6544673745335929,0.5230965845139777,0.1904652720209456,1.2884102910570163,0.4996417065053132,0.23228274553573205,0.4360860108959418,20.0,
0.6334143866328187,0.5164125615790183,0.17061129545511344,1.4352947306143895,0.5573448513591677,0.27352049713036336,0.5205077496203685,20.0,
0.6783579997404035,0.5727484101988526,0.20538183679844274,1.8799608313886964,0.6410945830012935,0.4112594775498237,0.625985623517536,20.0,
0.5142336098560657,0.4272389372823237,0.18496111119784717,0.737389283911408,0.29393967412012373,0.15562884586173908,0.2075814424175435,20.0,
0.5460981831084989,0.4383085643204186,0.1613855384321787,1.0042957203426415,0.3442804191580736,0.17312167039481663,0.36853116840422795,20.0,
0.605299659469774,0.4732685325808507,0.15629708631167158,1.03894511499663,0.4442951534067934,0.19745782463806483,0.3199743133385567,20.0,
0.5259198172177161,0.40923482766216535,0.18806875151250518,0.7575812734818892,0.2961867430706532,0.15305779888475377,0.2072044555441743,20.0,
0.5435069887332334,0.4099156905929093,0.18646260174136536,0.7393003040713038,0.28212757971263586,0.15761267612702173,0.21149359358515316,20.0,
0.5669215769458668,0.4587780638677666,0.17410588222920664,1.1669662854345444,0.40097999941502016,0.1975540316586898,0.37793081456193944,20.0,
0.5346607067559406,0.4230523865687981,0.1333876443033704,0.8623572417094774,0.2773943102460538,0.19275836647099925,0.2777042037427554,20.0,
0.6218584366246785,0.5285539398282091,0.2088166032587982,1.4481265073686467,0.5518451578777157,0.3031872404807477,0.42854829008250755,20.0,
0.5264479978856452,0.4232907808679988,0.12859802313558097,0.8146933156031746,0.279400321560687,0.19516741219007838,0.2708700274492206,20.0,
0.5576983183279238,0.4282018069140424,0.1616733887914276,0.953083495039386,0.29035228453830403,0.13775991293753448,0.485329352393586,20.0,
0.5357087277932275,0.4246762937631833,0.1485689238211395,0.7720693487075658,0.23763986701451895,0.14492729004890756,0.31911999446726375,20.0,
0.6720110231925516,0.5485313521148921,0.19730464297039987,1.7365701960796842,0.6844879650509621,0.38175739270419395,0.6053999210316696,20.0,
0.6473275422970235,0.5037283981298817,0.16390872832882628,1.310579056002111,0.49291422396300333,0.351029307386679,0.4500911431531128,20.0,
0.5894200896044143,0.4699333433375905,0.16912991274014855,1.108263966027156,0.40235307078312144,0.23848996184066498,0.3555813025687232,20.0,
0.6752666155260609,0.5267506079569869,0.1834257746567176,1.2959244944997301,0.5029515054697815,0.21922236509409626,0.426234107522873,20.0,
0.6123034843846955,0.46499605377703884,0.1529317393087789,1.04622721351474,0.42076666646576427,0.19701908996945985,0.3158305485426213,20.0,
0.5341638600374601,0.4242446919775609,0.14933418837969734,0.7639437392864936,0.23470242550627193,0.14142356580911244,0.33603382007112775,20.0,
0.6672142923663603,0.5213277407220929,0.1746386806891332,1.3708727257923061,0.6133062250676428,0.2897932444654704,0.44338220771568654,20.0,
0.5761936810760797,0.4456387211671011,0.17374100551827082,1.1666141135380963,0.3936837561679295,0.21766243556465298,0.3050520384778344,20.0,
0.5997413589995001,0.4841787510030404,0.15885901852802456,1.0455529156880856,0.44935174927741456,0.19711981305799067,0.32801997665779425,20.0,
0.6010296504047891,0.522986508056601,0.1534924237907691,1.1565541255390746,0.3653433491430213,0.23391983240928205,0.3762507611610013,20.0,
0.5628536580191772,0.44070998183613985,0.1646404527834079,1.1561081158133268,0.3950448064232735,0.21623018537502597,0.30916428270007673,20.0,
0.6181873393960227,0.4995386452906305,0.16297219114132,1.3159480903592022,0.571120946473343,0.26940540026317056,0.41596592358082973,20.0,
0.6491924288183208,0.5605003931581501,0.2032112669803371,1.8499086439864532,0.6178165771354123,0.40306388499939383,0.642768796895348,20.0,
0.540135093868159,0.41451669784910244,0.12643181627785893,0.8649526418658352,0.2718013757795315,0.1872496790627661,0.2692243793042469,20.0,
0.5845013484495369,0.4427652568937782,0.18429298135388225,1.0535993886242814,0.3543504986341686,0.20307034531694873,0.3120568864739063,20.0,
0.7306333383908353,0.5755027911154018,0.17623036652196145,2.118461028056333,0.7525994612304339,0.45072969281000763,0.849861297316395,20.0,
0.5864303797514788,0.45982637189495656,0.1536287183663763,1.0659537922001514,0.38467347045385436,0.22033841599216414,0.4236756421957087,20.0,
0.5523874716540448,0.41003161500146496,0.12947066061275958,0.8500483328718339,0.2828401935433703,0.20413158007104495,0.25627288960521855,20.0,
0.6297521142873022,0.4867730927552866,0.1760314789040795,1.3386270227179928,0.5700032660813271,0.270170071990375,0.3958309445530422,20.0,
0.5690415722418142,0.4293615588045715,0.19088822641128736,1.0460739445699947,0.3607164477202338,0.20909682909449004,0.3163220757939943,20.0,
0.5994668630399069,0.4503749732861464,0.17101051428520414,1.228860432058129,0.38534776823085126,0.2172931372080211,0.30766119103584416,20.0,
0.5925975527929604,0.4743644138949501,0.15638301911576122,1.0475247230182934,0.4370914704588481,0.19614602298139927,0.32058005096787356,20.0,
0.6989381771329686,0.580144165916897,0.20398713005687277,1.7925535117742384,0.5961960547374843,0.4098480070137355,0.6652523790977124,20.0,
0.6050445218951882,0.46358974154790566,0.1587962672663753,1.0429407469113852,0.4374687053145461,0.19337489697067423,0.32784374230717767,20.0,
0.6724241089019862,0.5928480797232052,0.2073453106050728,1.8162968229983867,0.6258456416520611,0.3940523601818607,0.6609346460142664,20.0,
0.658696225328061,0.5348730224665409,0.1831617914450562,1.298381766997627,0.48006157311117315,0.2221166263840482,0.4429025056156027,20.0,
0.6399384181905408,0.510811575794224,0.1781116613454863,1.4281477701360539,0.6128333904742224,0.30129128431299035,0.4405506304994484,20.0,
0.5510787277419731,0.4288869270164329,0.181622338701291,1.078060850118856,0.34920233126996053,0.20323831626985103,0.30556140179442987,20.0,
0.6228772085857585,0.5000272737630197,0.21029351387142065,1.3784798137216652,0.539331435442538,0.21396821229121415,0.5083831429653712,20.0,
0.5717820711515811,0.4239510357498336,0.1654989468974523,0.9756585693236163,0.284340116369142,0.14148369899406604,0.4506719650100937,20.0,
0.5847386679249502,0.45220858393922025,0.17210110847706106,1.1493549065626152,0.3971916449963485,0.21536670560643834,0.3096467218100388,20.0,
0.6573882155086145,0.5775255707797233,0.20974443913320479,1.8099180802458015,0.6415614901614324,0.3922657291727718,0.6391310793046995,20.0,
0.5911970416807759,0.447616560548777,0.1538746128324387,1.054649783188413,0.3855831643033829,0.2341178508793125,0.41601827306611966,20.0,
0.6830979221627524,0.5607250970222811,0.20583247541539057,1.8741728000583915,0.6238241443657855,0.4027698507106326,0.6434239234706548,20.0,
0.6281450288633051,0.5125393501545268,0.17178089373656436,1.341858497400075,0.5737969209955651,0.27398281286032244,0.4051467536437012,20.0,
0.5568349822278242,0.42352691210119686,0.16144214116022254,0.9579632592701641,0.2865169275357906,0.138334263077403,0.46617048959521123,20.0,
0.7231340232077207,0.5604320471564949,0.1708127978570926,2.1224651712987646,0.7823298953719967,0.4566119994546198,0.8361261036283901,20.0,
0.5271220198254377,0.4151573915886806,0.19176127073017524,0.767368861394209,0.30519234922426913,0.15158040944764917,0.20565621875154919,20.0,
0.5914236899012113,0.5095360046161352,0.20499300921187896,1.4856034134123026,0.5548476616874952,0.2947464401119972,0.434757741012627,20.0,
0.546894651537736,0.4040710327929511,0.12122229722344045,0.8427770513971086,0.28126274357129744,0.20389048435273235,0.26469348586404806,20.0,
0.5737556224231459,0.44184373492641016,0.17250103769601133,1.1311250700897684,0.38854993921831354,0.19831011850941166,0.3741537635855594,20.0,
0.557390026140722,0.4435290217485174,0.18494538702930102,1.028482452491162,0.3554902748866119,0.20931145721489333,0.2964241259712874,20.0,
0.6065295180927035,0.5083212057526857,0.1562815042609958,1.1759567303410143,0.3782851353431875,0.23751866305563415,0.3698020209010604,20.0,
0.6841558512822985,0.5649630849384463,0.20904122864867133,1.7654175068259916,0.6291632337364651,0.41263319162361445,0.6463028099274114,20.0,
0.5616635282686966,0.44076019347403567,0.154604211035214,0.9998291107313307,0.35404250775000956,0.17085496823945218,0.3848643382875808,20.0,
0.7536320889147038,0.5801685065941455,0.1794031096844638,2.1510060407702367,0.7834680308275929,0.4548026157356273,0.8441150739999635,20.0,
0.6049082923369334,0.48282929282754694,0.21194651962110983,1.3542697728982886,0.5497183656822643,0.21602588489056215,0.5190303682741096,20.0,
0.5974788315030551,0.4727748384458974,0.16804105190983104,1.1197229700228248,0.3938467937060239,0.23190651964517173,0.3595698969505381,20.0,
0.5745526188430251,0.4485873316907815,0.18393977449668386,1.0373412771019384,0.3656169816208143,0.2109220232182803,0.3099665586731558,20.0,
0.622279769041241,0.49180026653582803,0.16904870069474828,1.2967133593250137,0.5492324740228696,0.2656641737519632,0.4024471586110131,20.0,
0.6334381495605459,0.5151834742658742,0.17353502869051063,1.3607222853019403,0.47023009925410963,0.343408291424204,0.45174328390543717,20.0,
0.6348647523360863,0.5233787504566529,0.2012762162858933,1.4635778507430475,0.5498518695439109,0.3061926199115168,0.4278846481935243,20.0,
0.6267588286247153,0.5245147277840082,0.20982182489825202,1.4819718490723959,0.5417429239034774,0.3057281010725121,0.41982835784255607,20.0,
0.646008295198269,0.4923329167550095,0.17625227608640498,1.3189137356459715,0.5595445739940744,0.26861170352002883,0.38168689711255593,20.0,
0.6410037756194653,0.5196103007878627,0.16738320318549865,1.3078823719738797,0.4870736363587699,0.33719779060281535,0.4620590589440401,20.0,
0.595766101627773,0.476377790002998,0.15571400325600757,1.0322872103006828,0.43675254108946593,0.196528420886362,0.3315466585895764,20.0,
0.5995770698893947,0.47589899329318636,0.15513892397042822,1.0261693514686039,0.44849756259793294,0.19192128571793976,0.32324688785654543,20.0,
0.6296559469658259,0.5325631604244553,0.16149309318242502,1.3699055711585684,0.4849534849031216,0.34334800047698777,0.4328717148908235,20.0,
0.5981806704204153,0.47753110292094064,0.17004733812702139,1.1188713223820546,0.3928494624715436,0.23617520893406302,0.3597505857686625,20.0,
0.5743589660562176,0.43732672978056214,0.18178419657972875,1.0766928565319045,0.347613679726086,0.20388769973681053,0.3118530004680936,20.0,
0.6728350370831873,0.5564574898189049,0.1924683307970077,1.7138939999239564,0.6830862555945971,0.37464995026895154,0.6094945635256063,20.0,
0.5128857548128553,0.42071518168087274,0.15191765388220507,0.7771171784940966,0.2373069482114908,0.14162172795942815,0.33002141245843436,20.0,
0.6656754729028302,0.568132387740348,0.20469098274858558,1.833538079523072,0.6136126964793747,0.3983556729889954,0.6600598667943138,20.0,
0.6190806564951936,0.49159722071533735,0.20610586738881245,1.293435220372861,0.5261433317212787,0.21766597818910927,0.517700078508368,20.0,
0.5239337949083936,0.408157476135113,0.13523861139301863,0.8379578677344184,0.2746414414273066,0.1941818513623852,0.2580703549637215,20.0,
0.6626016270273255,0.5209216358147667,0.19559415738438674,1.732623676564526,0.6743877546746005,0.3743025043515988,0.5929100495147499,20.0,
0.7525372875443731,0.5744804078909558,0.16834782216354224,2.156377514448563,0.7538235831981078,0.46695801564388545,0.8407789321349292,20.0,
0.5276829625076978,0.4055566903415617,0.18694708416987316,0.7619159641217429,0.2975064257633741,0.15697203644961172,0.2014512369520377,20.0,
0.6995270880613212,0.5731985929112812,0.1799339744636098,2.0685876780698815,0.7652546337594557,0.45757222040832496,0.8560523261875604,20.0,
0.646286079570324,0.5201664713070312,0.1812752933382624,1.2070913662139928,0.4904302122751473,0.21709648125871037,0.44051395248353387,20.0,
0.5212438326239281,0.4374701418984136,0.18976421500684829,0.7278582070401691,0.30397982885383945,0.15626680781495442,0.19900875005992807,20.0,
0.6345390631940149,0.5260732023992404,0.17523825863471462,1.487658443821345,0.5219810647837789,0.28140968106156694,0.544323609219906,20.0,
0.5634539440461654,0.4697991402878915,0.16509203585686574,1.1067814811662355,0.39502773930751917,0.2403852037885283,0.3684253606306031,20.0,
0.5850330900260893,0.45920204178315227,0.15212819973524178,1.052056358812452,0.3890477469317279,0.24207339562359176,0.4304048595667196,20.0,
0.5952761567461687,0.4594400003532949,0.15735260463238795,1.0536278449239507,0.39253738574160896,0.22652361314040387,0.4207909174055987,20.0,
0.6492282378582166,0.5282751523486447,0.1722575249201162,1.4012038465427106,0.6116273750829697,0.30039919205550697,0.447323279066533,20.0,
0.5650050420475391,0.4464403355703084,0.17226855611839792,1.1105244543315647,0.41019736964342696,0.18798104943372773,0.40939227487525237,20.0,
0.6586912579602443,0.5041405115982727,0.18318212205873277,1.3028153015951573,0.478707280791702,0.21701574494999987,0.4366174253571013,20.0,
0.538330520738839,0.41600256936331975,0.18541803863299616,0.7402921197645039,0.30892103096968493,0.15132713799990163,0.20657453600324027,20.0,
0.6137625406654608,0.5259670070270895,0.20814722986627493,1.5144759694759806,0.5458654497846754,0.31296944413116146,0.4293131880485661,20.0,
0.59625565924159,0.45377199842346216,0.15912480692411865,1.0784553442766895,0.37810296438645125,0.22021432075876554,0.4187013747797854,20.0,
0.5911285503145516,0.42671744562432495,0.164794502748524,1.173946654887266,0.3899099289026359,0.22256843642513283,0.3104980301952163,20.0,
0.6719919660185361,0.5158926452401978,0.1766824246723063,1.4460135223344113,0.619411518687482,0.3103693570463286,0.4506256463141865,20.0,
0.6036212905288604,0.5224516913766611,0.20185590190561678,1.555613504855484,0.5444841627037,0.3108048890221719,0.4257403514066765,20.0,
0.5949666910357687,0.44519278596161777,0.1702295126936427,1.1403381142764726,0.4036726805047645,0.20736412722570557,0.3834923583981114,20.0,
0.6163645146863029,0.4895866278384427,0.16519340754927675,1.3093032062485164,0.5641944394625886,0.2614809767817925,0.4063258328482814,20.0,
0.521291355040238,0.42021799751715455,0.12987213815157295,0.8468423758145149,0.27782258241326585,0.19280628580412998,0.25642925337780537,20.0,
0.645576368689618,0.5272252064302397,0.20604919944842912,1.5430484120937422,0.5361170368020381,0.3118353408826326,0.42168414915198077,20.0,
0.6165079673108396,0.49577753557976423,0.20321388017539985,1.3852214724616927,0.5548156898433271,0.21913976625059162,0.5141284628170475,20.0,
0.6486913305866351,0.5317248623750905,0.18553303606137406,1.2540882995687719,0.49696293508453143,0.21446128614361476,0.446092372875896,20.0,
0.5809988914297465,0.44180911199173734,0.16904039428216414,1.087721040836683,0.405843354815274,0.18507890199949945,0.4043425896762307,20.0,
0.5837724379815825,0.4612288180401005,0.17204715882825147,1.0891695347887225,0.4162838906354228,0.23072259625833186,0.3625659584132779,20.0,
0.615085403919869,0.4993305108574723,0.17093366790805364,1.275665081413524,0.5631677707984757,0.26469967542891204,0.40145577032044155,20.0,
0.6861253379342614,0.581039326909289,0.2043968388785176,1.8717937489192813,0.6370817528697884,0.4068424938133493,0.6456505041315921,20.0,
0.611565353630996,0.5112182147460423,0.16083942686065072,1.2988070882254257,0.4876015987381185,0.34847566414464265,0.4497828699387512,20.0,
0.6429521931725136,0.5428960765305407,0.1774837307398109,1.2591442161105053,0.47892618849981616,0.22892066093248034,0.4447485682447914,20.0,
0.6517328825810287,0.5735655530481361,0.2049597899771894,1.8443844612886153,0.611890657490379,0.4006009436655521,0.6292004923405369,20.0,
0.6355535899135013,0.5017134562574277,0.16587810053368351,1.3395994683242587,0.4767153544081438,0.3443663709790668,0.4366347972407084,20.0,
0.5945451188139327,0.44337327901661233,0.17612103426425635,1.1767131367853625,0.39007709916207167,0.21877556351232197,0.3233639933102182,20.0,
0.6516300306723306,0.5661268322685834,0.20638867154887236,1.8562620362212716,0.6218032989351059,0.39372749243172755,0.6543229235402945,20.0,
0.6338608015223554,0.49525935973279017,0.16683408695122773,1.3266366363440507,0.5599243692124051,0.25712723398726606,0.40057970336456405,20.0,
0.5504359978191481,0.41612016175915684,0.15848613782437534,0.9908477127135707,0.2894731531257707,0.13106035360713908,0.49761351662097675,20.0,
0.6773294136020838,0.5646640766580108,0.20113002230909102,1.9107988236443842,0.6393183007951713,0.40713299909527056,0.6523028555510217,20.0,
0.6084821039384267,0.5392868064760593,0.15755956307957228,1.1215797901469093,0.36029475517404075,0.23115485697133342,0.3725988468408494,20.0,
0.6537390948038216,0.4926017646698047,0.1704715183837799,1.335036034075565,0.5692910352574266,0.270636964343088,0.3929228642556666,20.0,
0.5515059549058149,0.42392348053333095,0.18681395484575494,1.0425452313109207,0.36596576287437693,0.20468719365337074,0.31506988186303514,20.0,
0.6130545841026617,0.5227681872837088,0.16577287826657766,1.3113533614524395,0.5053625012860911,0.35005471707768515,0.432530572726173,20.0,
0.6022486692965083,0.45185506425901617,0.1527226326175019,1.0896117521726987,0.3890443958336257,0.23287847686377017,0.4061565556098047,20.0,
0.6553969783318244,0.5185015536480474,0.17682690638697612,1.4788330892342512,0.5304509833364057,0.2718109429376339,0.5336129660780855,20.0,
0.5496067106047251,0.438724010715223,0.160842112919819,0.9862323626230223,0.3475668917649536,0.16671802581043246,0.38082634530702614,20.0,
0.7377110609315208,0.5575680543277473,0.1734041562948548,2.0561415365830755,0.7562453242076222,0.4707901168404289,0.8772145596571519,20.0,
0.7365089869474157,0.5604910405016857,0.17179735174397814,2.105380867665021,0.7485072057691939,0.44386526847762153,0.8522168511669406,20.0,
0.5238598696068182,0.42157394865683007,0.18935887397660253,0.7344571757543753,0.2959910665976396,0.1598377913970324,0.2056822163309789,20.0,
0.6186305948449768,0.5127349282543155,0.16610398913734503,1.395374432737932,0.47623130298548616,0.35458517750812046,0.4522835295787982,20.0,
0.65447793534261,0.5135445582831862,0.17925446547206092,1.43402011900171,0.6016777062619598,0.300899774252912,0.45154593704383755,20.0,
0.5230705793231487,0.4109099040564589,0.12869597269081456,0.8621463173957019,0.28123388310463354,0.1844052072194837,0.2688586096860446,20.0,
0.6522341935471632,0.5233754726023652,0.17372748741799304,1.5206148803696498,0.5224889879850173,0.26476679991028335,0.5226946083077543,20.0,
0.5548102519457818,0.4398272294138177,0.1668503207578473,0.9954995124972149,0.33280828635467985,0.16799381601398555,0.3748088315220868,20.0,
0.6530220795398299,0.5478137877008435,0.1917657317821332,1.7613199620004085,0.6614220136956757,0.35661545631646024,0.589036395343975,20.0,
0.5471646734284725,0.4209804349966066,0.14600454139624974,0.7632871075493954,0.23519764391595344,0.1388069665277165,0.32653520274362163,20.0,
0.6397096348884602,0.5127218933828279,0.16792637381345196,1.3075086826641278,0.4851204544505357,0.3500899924721201,0.45337908155999784,20.0,
0.5623840454191902,0.4563007748629152,0.18038705352627118,1.1449955459287755,0.38696284551491794,0.194756634383234,0.3800241851712502,20.0,
0.5686809360080247,0.4749487257560418,0.17206394717795778,1.105055592698406,0.3878194804578253,0.22956584046888132,0.3619974427060073,20.0,
0.5471114992564462,0.4397806135965309,0.17634655427449616,1.1033929395391906,0.39482368837522686,0.19696723195662935,0.379727215714179,20.0,
0.5917267081849739,0.5171044220267462,0.1565105986664315,1.1192411930561024,0.3648323417069012,0.23916659544294,0.37512771978172976,20.0,
0.6541077743399318,0.5106596532392735,0.17360934432796457,1.508644895738886,0.5355041371758958,0.26473469767005026,0.5128526020999756,20.0,
0.6762433323025474,0.5369877960655118,0.1984840211819355,1.7177248597814412,0.6959746382777876,0.3659785061125809,0.5988621710685976,20.0,
0.578940682428256,0.4486746738195999,0.17703393475119147,1.136167302405609,0.4153394239627102,0.18520713109511053,0.38756867436806663,20.0,
0.6317112495333167,0.5005357626657423,0.15991650402229712,1.1594229809184642,0.361303054677969,0.2404892635731259,0.3829607629548781,20.0,
0.6706277241379801,0.5573852677143938,0.20535826091421372,1.8093881575661412,0.6294707436425477,0.4042731503475712,0.6553693846447728,20.0,
0.6750620731571327,0.5485728219898082,0.1961765109765778,1.7745838708007897,0.6719357089922284,0.36400042512184666,0.6279604651441048,20.0,
0.6393087552479694,0.4841256739663753,0.20791820983746212,1.3822963264113632,0.5372790730523326,0.21852254236609772,0.5243502905339448,20.0,
0.5971770073154846,0.5323150033422238,0.1556722199029251,1.1224193068797337,0.35826687373522653,0.23844970917042008,0.3738951237968841,20.0,
0.6744231069185421,0.5479282281317851,0.19801584443196696,1.6645164728950412,0.6806855254987125,0.37679746281892884,0.6112888534971893,20.0,
